upid,name,manager,contract,mlb_id,player_type,rank,team,age,teamId,playerId,full_name,gamesPitched,whip,inningsPitched,hits,runs,earnedRuns,baseOnBalls,strikeOuts,homeRuns,outs,battersFaced,pitchesThrown,era,saves,holds,blownSaves,wins,losses,sportAbbrev,atBats,doubles,triples,obp,ops,slg,rbi,stolenBases,caughtStealing,leftOnBase,totalBases,avg,position
7665,Edgleen Perez,,,814297,batter,18,pit,19,,814297,Edgleen Perez,,,,73,46,,84,84,0,,,,,,,,,,ALL (2),357.0,10.0,0.0,0.368,0.6,0.232,30.0,5.0,1.0,166.0,83.0,0.204,C
7666,Gage Ziehl,,,695721,pitcher,14,cws,22,145.0,695721,Gage Ziehl,22.0,1.26,107.0,116,61,49.0,19,90,7,321.0,455.0,,4.12,0.0,0.0,0.0,7.0,6.0,ALL (4),,,,,,,,,,,,,
7671,Khal Stephen,not much of a donkey,Purchased Contract,701590,pitcher,6,cle,23,114.0,701590,Khal Stephen,22.0,0.99,103.0,82,32,29.0,20,110,5,309.0,406.0,,2.53,1.0,0.0,0.0,9.0,2.0,ALL (4),,,,,,,,,,,,,
7672,Johnny King,,,803516,pitcher,5,tor,19,141.0,803516,Johnny King,18.0,1.31,61.2,44,22,17.0,37,105,4,185.0,266.0,,2.48,0.0,1.0,0.0,1.0,3.0,ALL (2),,,,,,,,,,,,,
7673,Carson Messina,,,703566,pitcher,30,tor,19,141.0,703566,Carson Messina,1.0,1.5,2.0,3,2,2.0,0,2,0,6.0,9.0,,9.0,0.0,0.0,0.0,0.0,0.0,ROK,,,,,,,,,,,,,
7675,Caleb Bonemer,not much of a donkey,Purchased Contract,815352,batter,4,cws,20,,815352,Caleb Bonemer,,,,108,77,,75,101,12,,,,,,,,,,ALL (2),385.0,30.0,4.0,0.401,0.874,0.473,64.0,29.0,8.0,163.0,182.0,0.281,SS
7679,Braylon Doughty,,,815785,pitcher,8,cle,20,114.0,815785,Braylon Doughty,22.0,1.25,85.1,84,39,33.0,23,99,4,256.0,362.0,,3.48,0.0,0.0,0.0,0.0,7.0,A,,,,,,,,,,,,,
7680,Joey Oakie,,,815841,pitcher,16,cle,19,114.0,815841,Joey Oakie,18.0,1.53,59.1,53,38,35.0,38,78,4,178.0,271.0,,5.31,0.0,0.0,0.0,3.0,4.0,ALL (2),,,,,,,,,,,,,
7682,Owen Hall,,,815157,pitcher,13,det,20,116.0,815157,Owen Hall,4.0,1.78,9.0,7,8,7.0,9,9,1,27.0,39.0,,7.0,0.0,0.0,0.0,0.0,0.0,A,,,,,,,,,,,,,
7683,Ethan Schiefelbein,,,815162,pitcher,30,det,19,116.0,815162,Ethan Schiefelbein,3.0,1.56,9.0,9,6,6.0,5,9,0,27.0,40.0,,6.0,0.0,0.0,0.0,2.0,0.0,ROK,,,,,,,,,,,,,
7684,Franyerber Montilla,,,800508,batter,12,det,20,,800508,Franyerber Montilla,,,,70,43,,38,74,4,,,,,,,,,,A,258.0,16.0,2.0,0.368,0.763,0.395,29.0,27.0,7.0,123.0,102.0,0.271,SS
7686,Drew Beam,,,701795,pitcher,10,kc,22,118.0,701795,Drew Beam,26.0,1.19,131.2,127,72,56.0,30,110,8,395.0,536.0,,3.83,0.0,0.0,0.0,7.0,10.0,A+,,,,,,,,,,,,,
7687,David Shields,,,815789,pitcher,6,kc,19,118.0,815789,David Shields,19.0,1.02,75.2,62,26,20.0,15,86,4,227.0,302.0,,2.38,0.0,0.0,0.0,3.0,2.0,ALL (2),,,,,,,,,,,,,
7691,Billy Amick,,,701771,batter,16,min,23,,701771,Billy Amick,,,,67,42,,33,70,4,,,,,,,,,,ALL (3),218.0,17.0,1.0,0.417,0.867,0.45,31.0,1.0,2.0,92.0,98.0,0.307,3B
7693,Kyle DeBarge,,,814414,batter,11,min,22,,814414,Kyle DeBarge,,,,109,77,,70,121,8,,,,,,,,,,A+,459.0,23.0,5.0,0.347,0.709,0.362,65.0,66.0,8.0,195.0,166.0,0.237,SS
7694,Walker Janek,,,801075,batter,3,hou,23,,801075,Walker Janek,,,,94,58,,30,106,12,,,,,,,,,,A+,358.0,21.0,2.0,0.333,0.766,0.433,46.0,30.0,2.0,145.0,155.0,0.263,C
7697,Anderson Brito,,,820901,pitcher,6,tb,21,139.0,820901,Anderson Brito,12.0,1.3,49.1,36,20,18.0,28,65,1,148.0,209.0,,3.28,0.0,0.0,0.0,0.0,1.0,A+,,,,,,,,,,,,,
7700,Ryan Johnson,,,696270,pitcher,2,ana,23,108.0,696270,Ryan Johnson,26.0,1.11,72.0,65,28,24.0,15,81,7,216.0,291.0,,3.0,1.0,1.0,2.0,5.0,4.0,ALL (2),,,,,,,,,,,,,
7701,Chris Cortez,,,700933,pitcher,10,ana,23,108.0,700933,Chris Cortez,26.0,1.57,113.2,94,64,54.0,84,114,5,341.0,513.0,,4.28,0.0,0.0,0.0,3.0,8.0,A+,,,,,,,,,,,,,
7702,Trey Gregory-Alford,,,807281,pitcher,9,ana,19,108.0,807281,Trey Gregory-Alford,18.0,1.3,78.2,69,29,25.0,33,68,2,236.0,329.0,,2.86,0.0,0.0,1.0,5.0,4.0,ALL (2),,,,,,,,,,,,,
7707,Josh Kuroda-Grauer,,,811965,batter,10,oak,22,,811965,Joshua Kuroda-Grauer,,,,147,63,,40,49,2,,,,,,,,,,ALL (2),497.0,30.0,1.0,0.359,0.731,0.372,47.0,27.0,6.0,202.0,185.0,0.296,SS
7711,Grant Knipp,,,805990,pitcher,19,chc,26,112.0,805990,Grant Kipp,26.0,1.32,108.2,86,55,51.0,57,110,10,326.0,469.0,,4.22,0.0,0.0,0.0,6.0,7.0,AA,,,,,,,,,,,,,
7712,Josh Caron,,,701805,batter,15,sea,22,,701805,Josh Caron,,,,59,39,,25,96,9,,,,,,,,,,A+,299.0,9.0,2.0,0.269,0.6,0.331,26.0,11.0,2.0,152.0,99.0,0.197,C
7713,Brandyn Garcia,,,805299,pitcher,22,ari,25,109.0,805299,Brandyn Garcia,52.0,1.48,58.2,54,34,26.0,33,69,5,176.0,262.0,,3.99,5.0,7.0,1.0,6.0,7.0,ALL (5),,,,,,,,,,,,,
7714,Malcolm Moore,,,702270,batter,11,tex,22,,702270,Malcolm Moore,,,,43,27,,26,51,3,,,,,,,,,,ALL (2),221.0,9.0,0.0,0.3,0.576,0.276,27.0,5.0,1.0,100.0,61.0,0.195,C
7715,Dylan Dreiling,,,702662,batter,15,tex,22,,702662,Dylan Dreiling,,,,95,50,,58,101,12,,,,,,,,,,A+,420.0,21.0,4.0,0.319,0.7,0.381,62.0,15.0,5.0,193.0,160.0,0.226,OF
7716,Yolfran Castillo,,,815931,batter,13,tex,18,,815931,Yolfran Castillo,,,,88,49,,26,69,1,,,,,,,,,,ALL (2),341.0,13.0,8.0,0.315,0.667,0.352,41.0,29.0,2.0,159.0,120.0,0.258,SS
7728,Kohl Drake,,,684442,pitcher,6,ari,25,109.0,684442,Kohl Drake,20.0,1.25,89.1,76,46,42.0,36,106,10,268.0,376.0,,4.23,0.0,0.0,0.0,6.0,6.0,ALL (3),,,,,,,,,,,,,
7731,Eli Serrano III,,,702501,batter,12,nym,22,,702501,Eli Serrano III,,,,72,51,,50,77,7,,,,,,,,,,A+,324.0,21.0,1.0,0.332,0.69,0.358,46.0,9.0,3.0,133.0,116.0,0.222,OF
7734,Elorky Rodriguez,,,829069,batter,10,tex,18,,829069,Elorky Rodriguez,,,,60,46,,39,38,6,,,,,,,,,,ROK,178.0,10.0,1.0,0.473,0.979,0.506,48.0,9.0,8.0,72.0,90.0,0.337,OF
7735,Gabriel Davalillo,,,829058,batter,11,ana,18,,829058,Gabriel Davalillo,,,,42,28,,23,21,7,,,,,,,,,,ROK,139.0,7.0,1.0,0.408,0.926,0.518,31.0,3.0,0.0,58.0,72.0,0.302,C
7737,Grant Shephardson,,,824415,pitcher,25,mia,20,146.0,824415,Grant Shepardson,17.0,1.43,55.1,46,33,26.0,33,59,3,166.0,247.0,,4.23,0.0,0.0,1.0,4.0,5.0,ALL (2),,,,,,,,,,,,,
7738,Griff O’Ferrall,,,803172,batter,28,bal,22,,803172,Griff O'Ferrall,,,,102,61,,59,77,4,,,,,,,,,,ALL (2),447.0,16.0,3.0,0.322,0.626,0.304,38.0,44.0,8.0,151.0,136.0,0.228,SS
7739,Harold Rivas,,,829093,batter,28,bos,17,,829093,Harold Rivas,,,,41,41,,35,35,2,,,,,,,,,,ROK,159.0,6.0,4.0,0.393,0.777,0.384,20.0,18.0,8.0,82.0,61.0,0.258,OF
7741,Jake Cozart,,,695524,batter,17,cle,22,,695524,Jacob Cozart,,,,80,48,,49,89,9,,,,,,,,,,ALL (2),340.0,15.0,2.0,0.341,0.712,0.371,49.0,0.0,0.0,154.0,126.0,0.235,C
7744,Joseph Sullivan,,,813896,batter,5,hou,23,,813896,Joseph Sullivan,,,,82,68,,88,133,17,,,,,,,,,,ALL (2),372.0,13.0,2.0,0.395,0.798,0.403,49.0,42.0,9.0,152.0,150.0,0.22,OF
7745,Joshua Kuroda-Grauer,,,811965,batter,10,oak,22,,811965,Joshua Kuroda-Grauer,,,,147,63,,40,49,2,,,,,,,,,,ALL (2),497.0,30.0,1.0,0.359,0.731,0.372,47.0,27.0,6.0,202.0,185.0,0.296,SS
7748,Juan Cabada,,,829040,batter,14,chc,17,,829040,Juan Cabada,,,,39,22,,20,31,3,,,,,,,,,,ROK,136.0,10.0,0.0,0.429,0.855,0.426,29.0,20.0,3.0,60.0,58.0,0.287,SS
7749,Juan Tomas,,,829823,batter,16,chc,18,,829823,Juan Tomas,,,,21,19,,30,42,1,,,,,,,,,,ROK,113.0,6.0,2.0,0.352,0.653,0.301,18.0,9.0,4.0,52.0,34.0,0.186,SS
7750,Juneiker Caceres,,,821181,batter,13,cle,18,,821181,Juneiker Caceres,,,,66,40,,36,35,4,,,,,,,,,,ALL (2),244.0,18.0,2.0,0.379,0.789,0.41,27.0,7.0,5.0,115.0,100.0,0.27,OF
7752,Kelvin Hidalgo,,,800193,batter,24,col,20,,800193,Kelvin Hidalgo,,,,111,65,,37,125,5,,,,,,,,,,A,449.0,21.0,4.0,0.311,0.656,0.345,52.0,43.0,6.0,187.0,155.0,0.247,SS
7753,Kenly Hunter,,,829077,batter,30,stl,17,,829077,Kenly Hunter,,,,44,41,,24,20,0,,,,,,,,,,ROK,140.0,6.0,3.0,0.442,0.842,0.4,15.0,25.0,2.0,58.0,56.0,0.314,OF
7755,Kevin Alvarez,,,829037,batter,6,hou,17,,829037,Kevin Alvarez,,,,47,31,,23,19,2,,,,,,,,,,ROK,156.0,12.0,3.0,0.419,0.874,0.455,33.0,11.0,5.0,76.0,71.0,0.301,OF
7756,Kevin De Frank,,,829074,pitcher,8,mia,17,146.0,829074,Kevin Defrank,10.0,1.29,31.0,30,15,11.0,10,34,1,93.0,141.0,,3.19,0.0,0.0,0.0,0.0,1.0,ROK,,,,,,,,,,,,,
7758,Kolton Curtis,,,806641,pitcher,23,tex,21,140.0,806641,Kolton Curtis,19.0,1.42,66.0,50,43,38.0,44,75,4,198.0,290.0,,5.18,0.0,0.0,1.0,3.0,3.0,A+,,,,,,,,,,,,,
7759,Mani Cedeno,,,829041,batter,21,nyy,17,,829041,Mani Cedeno,,,,30,41,,43,76,3,,,,,,,,,,ROK,164.0,5.0,3.0,0.371,0.676,0.305,19.0,21.0,2.0,76.0,50.0,0.183,SS
7760,Moises Marchan,,,829081,batter,26,kc,18,,829081,Moises Marchán,,,,29,14,,9,20,0,,,,,,,,,,ROK,98.0,5.0,2.0,0.369,0.757,0.388,11.0,6.0,1.0,45.0,38.0,0.296,C
7762,Nathan Church,,,701675,batter,16,stl,25,,701675,Nathan Church,,,,124,76,,36,55,14,,,,,,,,,,ALL (4),403.0,20.0,5.0,0.368,0.854,0.486,58.0,17.0,5.0,153.0,196.0,0.308,LF
7764,Nestor German,,,815148,pitcher,11,bal,23,110.0,815148,Nestor German,26.0,1.18,123.2,100,62,54.0,46,143,13,371.0,510.0,,3.93,0.0,0.0,0.0,6.0,7.0,ALL (3),,,,,,,,,,,,,
7767,Paul Bonzagni,,,805823,pitcher,26,tex,23,140.0,805823,Paul Bonzagni,3.0,1.71,9.1,11,6,5.0,5,15,1,28.0,45.0,,4.82,0.0,0.0,0.0,0.0,1.0,A+,,,,,,,,,,,,,
7769,Ramcell Medina,,,829096,batter,19,kc,18,,829096,Ramcell Medina,,,,38,32,,31,26,2,,,,,,,,,,ROK,146.0,7.0,4.0,0.398,0.802,0.404,25.0,7.0,2.0,69.0,59.0,0.26,SS
7777,Tanner McDougall,,,701780,pitcher,7,cws,22,145.0,701780,Tanner McDougal,28.0,1.33,113.1,102,49,41.0,49,136,7,340.0,481.0,,3.26,0.0,0.0,0.0,3.0,5.0,ALL (2),,,,,,,,,,,,,
7778,Trey Gibson,,,694346,pitcher,9,bal,23,110.0,694346,Trey Gibson,26.0,1.21,120.1,102,67,57.0,44,166,13,361.0,514.0,,4.26,0.0,0.0,0.0,5.0,8.0,ALL (3),,,,,,,,,,,,,
7780,Warren Calcano,,,803849,batter,12,tex,20,,803849,Devin Fitz-Gerald,,,,42,33,,28,24,6,,,,,,,,,,ALL (2),139.0,7.0,0.0,0.428,0.91,0.482,20.0,8.0,2.0,49.0,67.0,0.302,SS
7782,Wilfri De La Cruz,,,829043,batter,21,bal,18,,829043,Wilfri De La Cruz,,,,31,26,,46,36,0,,,,,,,,,,ALL (2),120.0,11.0,3.0,0.465,0.865,0.4,18.0,15.0,7.0,52.0,48.0,0.258,SS
7786,Daniel Hernandez,,,829747,batter,25,was,17,,829747,Daniel Hernandez,,,,31,19,,8,16,0,,,,,,,,,,ROK,138.0,7.0,0.0,0.277,0.552,0.275,11.0,3.0,2.0,59.0,38.0,0.225,C
7789,Darell Morel,,,829716,batter,17,pit,18,,829716,Darell Morel,,,,45,45,,37,45,1,,,,,,,,,,ROK,157.0,9.0,4.0,0.425,0.839,0.414,25.0,26.0,7.0,62.0,65.0,0.287,SS
7790,Jhoan De La Cruz,,,829063,batter,17,sd,18,,829063,Jhoan De La Cruz,,,,36,37,,46,45,1,,,,,,,,,,ROK,139.0,5.0,3.0,0.477,0.837,0.36,21.0,11.0,4.0,71.0,50.0,0.259,SS
7791,Kendry Martinez,,,829036,batter,20,sea,18,,829036,Kendry Martínez,,,,17,12,,21,37,0,,,,,,,,,,ROK,108.0,1.0,0.0,0.308,0.475,0.167,10.0,1.0,3.0,76.0,18.0,0.157,SS
7792,Warren Calcaño,,,829071,batter,17,kc,18,,829071,Warren Calcaño,,,,9,7,,8,10,1,,,,,,,,,,ROK,26.0,2.0,0.0,0.514,1.052,0.538,2.0,7.0,1.0,8.0,14.0,0.346,SS
7796,Kevin Defrank,,,829074,pitcher,8,mia,17,146.0,829074,Kevin Defrank,10.0,1.29,31.0,30,15,11.0,10,34,1,93.0,141.0,,3.19,0.0,0.0,0.0,0.0,1.0,ROK,,,,,,,,,,,,,
7800,Lieberts Aponte,,,829051,batter,18,cin,18,,829051,Liberts Aponte,,,,38,34,,29,35,7,,,,,,,,,,ROK,154.0,6.0,3.0,0.368,0.829,0.461,36.0,9.0,0.0,73.0,71.0,0.247,SS
7805,Samy Natera Jr.,,,696519,pitcher,20,ana,26,108.0,696519,Samy Natera Jr.,49.0,1.35,57.0,35,28,18.0,42,85,5,171.0,248.0,,2.84,8.0,7.0,4.0,4.0,1.0,ALL (2),,,,,,,,,,,,,
7807,Edgar Montero,,,815911,batter,23,oak,19,,815911,Edgar Montero,,,,55,47,,60,54,9,,,,,,,,,,ROK,176.0,14.0,3.0,0.484,1.064,0.58,50.0,11.0,4.0,88.0,102.0,0.313,SS
7808,Eric Reyzelman,,,801432,pitcher,26,nyy,24,147.0,801432,Eric Reyzelman,34.0,1.62,42.0,26,20,20.0,42,45,5,126.0,188.0,,4.29,1.0,7.0,1.0,1.0,2.0,AAA,,,,,,,,,,,,,
7811,Welinton Herrera,,,700327,pitcher,19,col,21,115.0,700327,Welinton Herrera,52.0,1.14,64.2,49,23,19.0,25,99,2,194.0,272.0,,2.64,17.0,5.0,4.0,5.0,5.0,ALL (2),,,,,,,,,,,,,
7822,Eli Lovich,,,815654,batter,29,chc,20,,815654,Eli Lovich,,,,63,33,,27,88,4,,,,,,,,,,ALL (2),271.0,7.0,3.0,0.307,0.632,0.325,36.0,18.0,4.0,112.0,88.0,0.232,OF
7827,Darwin Ozuna,,,829048,batter,30,oak,17,,829048,Darwing Ozuna,,,,19,12,,9,25,2,,,,,,,,,,ROK,90.0,3.0,0.0,0.301,0.612,0.311,11.0,2.0,1.0,47.0,28.0,0.211,OF
7848,Austin Gordon,,,803135,pitcher,30,ana,22,108.0,803135,Austin Gordon,21.0,1.36,84.1,88,54,51.0,27,95,12,253.0,375.0,,5.44,0.0,0.0,0.0,4.0,5.0,A+,,,,,,,,,,,,,
7850,Nate Nankil,,,694977,batter,18,oak,23,,694977,Nate Nankil,,,,130,71,,49,85,3,,,,,,,,,,ALL (2),468.0,26.0,3.0,0.359,0.724,0.365,56.0,10.0,3.0,242.0,171.0,0.278,OF
7861,Ben Shields,,,815456,pitcher,29,col,26,115.0,815456,Ben Shields,14.0,1.15,55.0,43,19,17.0,20,66,2,165.0,224.0,,2.78,0.0,0.0,0.0,2.0,2.0,ALL (5),,,,,,,,,,,,,
7896,Josh Adamczewski,Weekend Warriors,Purchased Contract,815304,batter,13,mil,20,,815304,Josh Adamczewski,,,,81,55,,43,53,5,,,,,,,,,,ALL (3),253.0,18.0,5.0,0.42,0.91,0.49,46.0,7.0,1.0,108.0,124.0,0.32,SS
7898,Keaton Anthony,,,805704,batter,15,phi,24,,805704,Keaton Anthony,,,,102,37,,26,73,6,,,,,,,,,,ALL (2),316.0,31.0,1.0,0.378,0.862,0.484,39.0,0.0,0.0,143.0,153.0,0.323,OF
7899,Carlos Gutierrez,,,806872,batter,20,sf,21,,806872,Carlos Gutierrez,,,,87,60,,37,40,2,,,,,,,,,,A,248.0,11.0,4.0,0.445,0.897,0.452,30.0,26.0,3.0,89.0,112.0,0.351,OF
7900,Will Bush,,,813844,batter,16,hou,21,,813844,Will Bush,,,,75,53,,58,105,15,,,,,,,,,,ALL (2),327.0,16.0,0.0,0.361,0.777,0.416,47.0,10.0,1.0,155.0,136.0,0.229,C
7901,Edward Duran,,,698927,batter,13,tor,21,,698927,Edward Duran,,,,103,55,,42,88,8,,,,,,,,,,ALL (2),375.0,15.0,5.0,0.362,0.767,0.405,47.0,7.0,4.0,179.0,152.0,0.275,C
7902,Liberts Aponte,,,829051,batter,18,cin,18,,829051,Liberts Aponte,,,,38,34,,29,35,7,,,,,,,,,,ROK,154.0,6.0,3.0,0.368,0.829,0.461,36.0,9.0,0.0,73.0,71.0,0.247,SS
7903,Marlon Quintero,,,821238,batter,26,ana,19,,821238,Marlon Quintero,,,,66,28,,9,41,1,,,,,,,,,,ALL (2),223.0,11.0,0.0,0.324,0.683,0.359,41.0,7.0,0.0,104.0,80.0,0.296,C
7905,Sam Petersen,,,695763,batter,26,was,22,,695763,Sam Petersen,,,,57,44,,26,42,7,,,,,,,,,,ALL (3),184.0,8.0,2.0,0.416,0.905,0.489,28.0,23.0,1.0,56.0,90.0,0.31,OF
7906,Marcelo Alcala,,,808708,batter,28,cws,19,,808708,Marcelo Alcala,,,,34,33,,14,63,7,,,,,,,,,,ROK,146.0,7.0,4.0,0.325,0.804,0.479,19.0,14.0,1.0,65.0,70.0,0.233,OF
7907,Dillon Lewis,,,827665,batter,16,nyy,22,,827665,Dillon Lewis,,,,110,72,,54,124,22,,,,,,,,,,ALL (2),465.0,21.0,5.0,0.321,0.766,0.445,79.0,26.0,2.0,199.0,207.0,0.237,OF
7908,Zach Ehrhard,,,701394,batter,27,la,22,,701394,Zach Ehrhard,,,,123,85,,67,97,14,,,,,,,,,,ALL (3),453.0,30.0,2.0,0.374,0.813,0.439,65.0,37.0,4.0,196.0,199.0,0.272,OF
7910,Maxton Martin,,,807722,batter,28,tex,20,,807722,Maxton Martin,,,,115,81,,52,115,14,,,,,,,,,,ALL (2),445.0,27.0,7.0,0.347,0.792,0.445,67.0,15.0,0.0,211.0,198.0,0.258,OF
7897,Brandon Clarke,,,700251,pitcher,7,stl,22,138.0,700251,Brandon Clarke,14.0,1.16,38.0,17,21,17.0,27,60,0,114.0,174.0,,4.03,0.0,0.0,0.0,0.0,3.0,ALL (2),,,,,,,,,,,,,
7911,Braxton Bragg,,,688867,pitcher,12,bal,25,110.0,688867,Braxton Bragg,12.0,1.0,59.0,42,20,11.0,17,77,3,177.0,235.0,,1.68,0.0,0.0,0.0,4.0,2.0,ALL (2),,,,,,,,,,,,,
7912,Miguel Mendez,,,700280,pitcher,5,sd,23,135.0,700280,Miguel Mendez,21.0,1.22,95.0,71,38,34.0,45,118,7,285.0,402.0,,3.22,0.0,0.0,0.0,8.0,7.0,ALL (3),,,,,,,,,,,,,
7913,Gage Stanifer,,,804948,pitcher,6,tor,22,141.0,804948,Gage Stanifer,27.0,1.17,110.0,71,38,35.0,58,161,4,330.0,453.0,,2.86,4.0,0.0,0.0,8.0,6.0,ALL (3),,,,,,,,,,,,,
7914,Ryan Gallagher,,,801594,pitcher,14,min,22,142.0,801594,Ryan Gallagher,24.0,1.21,121.2,117,64,55.0,30,133,17,365.0,509.0,,4.07,0.0,0.0,0.0,8.0,7.0,ALL (3),,,,,,,,,,,,,
7915,Argenis Cayama,,,821783,pitcher,9,sf,19,137.0,821783,Argenis Cayama,18.0,1.36,62.1,57,28,25.0,28,62,2,187.0,271.0,,3.61,0.0,0.0,0.0,2.0,1.0,ALL (2),,,,,,,,,,,,,
7916,Bryce Mayer,,,809343,pitcher,9,hou,23,117.0,809343,Bryce Mayer,21.0,1.17,87.2,76,47,40.0,27,112,8,263.0,371.0,,4.11,0.0,1.0,0.0,4.0,6.0,ALL (3),,,,,,,,,,,,,
7917,Keyner Martinez,,,815212,pitcher,10,sf,21,137.0,815212,Keyner Martinez,21.0,1.21,69.1,63,22,17.0,21,97,3,208.0,284.0,,2.21,2.0,0.0,0.0,5.0,2.0,ALL (2),,,,,,,,,,,,,
7918,Kendry Chourio,,,830402,pitcher,8,kc,18,118.0,830402,Kendry Chourio,14.0,0.95,51.1,44,24,20.0,5,63,2,154.0,211.0,,3.51,0.0,0.0,0.0,2.0,3.0,ALL (3),,,,,,,,,,,,,
7919,David Hagaman,,,701908,pitcher,15,ari,22,109.0,701908,David Hagaman,13.0,0.85,42.1,26,17,14.0,10,55,3,127.0,163.0,,2.98,0.0,0.0,0.0,1.0,1.0,ALL (3),,,,,,,,,,,,,
7920,Yoel Tejeda Jr.,,,701347,pitcher,23,was,22,120.0,701347,Yoel Tejeda Jr.,18.0,1.23,87.0,80,42,39.0,27,79,6,261.0,363.0,,4.03,0.0,0.0,0.0,4.0,5.0,ALL (2),,,,,,,,,,,,,
7921,Alberto Laroche,,,823929,pitcher,19,sf,20,137.0,823929,Alberto Laroche,10.0,0.94,38.1,30,14,9.0,6,34,0,115.0,153.0,,2.11,0.0,0.0,0.0,1.0,3.0,ROK,,,,,,,,,,,,,
7922,Christian Zazueta,,,800537,pitcher,16,la,21,119.0,800537,Christian Zazueta,17.0,1.02,67.1,53,19,18.0,16,81,7,202.0,273.0,,2.41,0.0,0.0,0.0,7.0,2.0,ALL (2),,,,,,,,,,,,,
7923,Will Watson,,,814492,pitcher,11,nym,23,121.0,814492,Will Watson,28.0,1.2,121.1,88,39,35.0,58,142,8,364.0,499.0,,2.6,1.0,0.0,0.0,3.0,9.0,ALL (3),,,,,,,,,,,,,
7926,Wellington Aracena,,,800286,pitcher,26,bal,21,110.0,800286,Wellington Aracena,23.0,1.09,92.0,49,31,23.0,51,114,0,276.0,376.0,,2.25,0.0,3.0,1.0,2.0,2.0,ALL (3),,,,,,,,,,,,,
7927,Wei-En Lin,,,827734,pitcher,19,oak,20,133.0,827734,Wei-En Lin,26.0,1.06,87.0,70,41,36.0,22,117,9,261.0,350.0,,3.72,0.0,0.0,0.0,4.0,5.0,ALL (3),,,,,,,,,,,,,
7928,Sean Paul Liñan,,,800344,pitcher,15,was,21,120.0,800344,Sean Paul Liñan,19.0,1.13,77.1,54,30,26.0,33,106,5,232.0,321.0,,3.03,1.0,0.0,0.0,3.0,4.0,ALL (4),,,,,,,,,,,,,
7929,Tyson Hardin,,,824620,pitcher,20,mil,24,158.0,824620,Tyson Hardin,21.0,1.18,96.0,96,33,29.0,17,96,3,288.0,388.0,,2.72,0.0,0.0,0.0,6.0,5.0,ALL (2),,,,,,,,,,,,,
7931,Ethan Dorchies,,,828475,pitcher,21,mil,19,158.0,828475,Ethan Dorchies,19.0,1.05,82.0,51,31,25.0,35,89,4,246.0,333.0,,2.74,4.0,1.0,0.0,0.0,3.0,ALL (2),,,,,,,,,,,,,
7932,Luis De La Torre,,,815219,pitcher,25,sf,22,137.0,815219,Luis De La Torre,18.0,1.04,74.1,50,25,23.0,27,109,2,223.0,302.0,,2.78,0.0,0.0,0.0,4.0,3.0,ALL (2),,,,,,,,,,,,,
7933,Jonathan Pintaro,,,702752,pitcher,17,nym,28,121.0,702752,Jonathan Pintaro,29.0,1.42,82.2,71,45,41.0,46,104,9,248.0,361.0,,4.46,1.0,0.0,0.0,2.0,5.0,ALL (3),,,,,,,,,,,,,
7934,Dylan Ross,,,697811,pitcher,20,nym,25,121.0,697811,Dylan Ross,49.0,1.15,54.0,29,19,13.0,33,80,4,162.0,224.0,,2.17,7.0,9.0,2.0,2.0,0.0,ALL (3),,,,,,,,,,,,,
7936,Blake Wehunt,,,687762,pitcher,21,bos,25,111.0,687762,Blake Wehunt,17.0,1.47,63.1,64,45,40.0,29,76,8,190.0,281.0,,5.68,0.0,0.0,0.0,2.0,8.0,AA,,,,,,,,,,,,,
7938,Josh Ekness,,,694795,pitcher,19,mia,23,146.0,694795,Josh Ekness,46.0,1.33,54.0,46,34,25.0,26,68,2,162.0,247.0,,4.17,10.0,1.0,2.0,4.0,1.0,ALL (2),,,,,,,,,,,,,
7939,Sadbiel Delzine,,,829094,pitcher,22,bos,17,111.0,829094,Sadbiel Delzine,3.0,1.29,9.1,11,5,5.0,1,9,0,28.0,39.0,,4.82,0.0,0.0,0.0,0.0,0.0,ROK,,,,,,,,,,,,,
