upid,name,manager,team,FBP_Team,player_type,contract_type,status,years_simple,position,mlb_primary_position,mlb_id,yahoo_id,debuted,age
2161,Brad Wieck,,CHC,,Farm,,P,,P,P,623364,,,34
2162,Braden Bishop,,AZ,,Farm,,P,,CF,CF,623323,,,32
6183,Braden Shipley,,SEA,,Farm,,P,,P,P,640463,,,33
5875,Bradford Webb,,TEX,,Farm,,P,,RP,RP,,,,
5874,Bradlee Beesley,,CHC,,Farm,,P,,OF,OF,686977,,,27
2163,Bradley Zimmer,,LAD,,Farm,,P,,CF,CF,605548,,,33
5873,Brady Allen,,MIA,,Farm,,P,,OF,RF,680918,,,26
2164,Brady Lail,,SEA,,Farm,,P,,P,P,621078,,,32
5872,Brady Lindsly,,WSH,,Farm,,P,,C,C,686251,,,27
4527,Brady McConnell,,KC,,Farm,,P,,SS,SS,,,,
5871,Brady Whalen,,STL,,Farm,,P,,1B,1B,,,,
6324,Braeden Ogle,,PIT,,Farm,,P,,P,P,669180,,,28
5870,Braian Fernandez,,WSH,,Farm,,P,,OF,OF,,,,
5869,Braiden Ward,,COL,,Farm,,P,,OF,CF,685274,,,27
3587,Brailyn Marquez,,CHC,,Farm,,P,,P,P,666622,,,27
2167,Branden Boissiere,,WSH,,Farm,,P,,1B,1B,,,,
5868,Branden Fryman,,NYM,,Farm,,P,,"2B,SS,3B",SS,670210,,,27
6298,Brandon Bailey,,CIN,,Farm,,P,,P,P,669064,,,31
2168,Brandon Belt,,TOR,,Farm,,P,,1B,1B,474832,,,37
5866,Brandon Bossard,,CWS,,Farm,,P,,"2B,SS",SS,670192,,,28
2170,Brandon Brennan,,ATL,,Farm,,P,,P,P,592165,,,34
2172,Brandon Dickson,,STL,,Farm,,P,,P,P,505447,,,41
4392,Brandon Dixon,,SD,,Farm,,P,,Util,3B,641525,,,34
6180,Brandon Finnegan,,CWS,,Farm,,P,,P,P,605232,,,32
5865,Brandon Hernandez,,STL,,Farm,,P,,"2B,SS","2B,SS",,,,
5864,Brandon Howlett,,BOS,,Farm,,P,,"3B,OF",3B,680914,,,26
2174,Brandon Kintzler,,SD,,Farm,,P,,P,P,445213,,,41
5863,Brandon Lewis,,LAD,,Farm,,P,,1B,3B,686781,,,27
5862,Brandon Martorano,,SF,,Farm,,P,,C,C,668785,,,28
2196,Brandon Maurer,,PIT,,Farm,,P,,P,P,543506,,,35
5861,Brandon McIlwain,,NYM,,Farm,,P,,OF,OF,666140,,,27
7520,Brandon Neely,,BOS,,Farm,,P,,RP,RP,,64522,,
5860,Brandon Parker,,ATL,,Farm,,P,,OF,RF,688556,,,26
2179,Brandon Workman,,TEX,,Farm,,P,,P,P,519443,,,37
2180,Brandyn Sittinger,,ATL,,Farm,,P,,P,P,670087,,,31
5859,Branlyn Jaraba,,MIL,,Farm,,P,,"1B,3B","1B,3B",,,,
5857,Braulio Vasquez,,ATL,,Farm,,P,,1B,1B,,,,
5855,Brayan Hernandez,,BAL,,Farm,,P,,"C,1B","C,1B",,,,
3725,Brayan Medina,,SD,,Farm,,P,,P,P,,,,
6308,Brayan Perez,,SEA,,Farm,,P,,P,P,,,,
5854,Braylin Minier,,CIN,,Farm,,P,,3B,SS,691399,,,22
7314,Breidy Encarnacion,,,,Farm,,P,,,,,,,
6271,Breiling Eusebio,,COL,,Farm,,P,,P,P,,,,
3974,Brendan Mckay,,TB,,Farm,,P,,LHP,P,656713,,,30
6435,Brendan McKay (Batter),,TB,,Farm,,P,,1B,1B,,,,
5853,Brenden Dixon,,PIT,,Farm,,P,,"1B,3B",SS,686981,,,25
4400,Brendon Davis,,DET,,Farm,,P,,OF,3B,663478,,,28
5852,Brendt Citta,,PIT,,Farm,,P,,"1B,OF",OF,663923,,,29
4547,Brennan Malone,,PIT,,Farm,,P,,P,P,,,,
7457,Brennan Milone,,,,Farm,,P,,,3B,686810,,,24
5850,Brent Diaz,,MIL,,Farm,,P,,C,C,676919,,,29
3976,Brent Honeywell,,TB,,Farm,,P,,RHP,P,641703,,,30
6493,Bret Boswell,,COL,,Farm,,P,,"2B,3B",SS,641385,,,31
2186,Brett Anderson,,MIL,,Farm,,P,,P,P,474463,,,38
6314,Brett Conine,,HOU,,Farm,,P,,P,P,669345,,,29
6197,Brett Eibner,,MIA,,Farm,,P,,P,P,518649,,,37
2188,Brett Gardner,,NYY,,Farm,,P,,CF,LF,458731,,,42
6228,Brett Graves,,MIA,,Farm,,P,,P,P,605255,,,33
2189,Brett Martin,,TEX,,Farm,,P,,P,P,656685,,,30
2190,Brett Phillips,,LAA,,Farm,,P,,CF,P,621433,,,31
5848,Brett Rodriguez,,SEA,,Farm,,P,,"2B,OF","2B,OF",,,,
7325,Brett Schulze,,,,Farm,,P,,,P,679630,,,28
2191,Breyvic Valera,,TOR,,Farm,,P,,"2B,3B",LF,591971,,,34
5846,Brhet Bewley,,KC,,Farm,,P,,2B,2B,,,,
6171,Brian Flynn,,TEX,,Farm,,P,,P,P,543169,,,35
2193,Brian Goodwin,,CWS,,Farm,,P,,CF,CF,571718,,,35
5845,Brian Klein,,ATL,,Farm,,P,,"2B,3B","2B,3B",,,,
2194,Brian Miller,,MIA,,Farm,,P,,CF,LF,675649,,,30
4211,Brian Moran,,ATL,,Farm,,P,,P,P,572383,,,37
6494,Brian Mundell,,COL,,Farm,,P,,"1B,OF",1B,621521,,,31
6490,Brian Navarreto,,MIL,,Farm,,P,,C,1B,640459,,,31
4364,Brian O'Keefe,,SEA,,Farm,,P,,C,C,657247,,,32
5844,Brian Rey,,CIN,,Farm,,P,,OF,OF,681023,,,27
2195,Brock Holt,,TEX,,Farm,,P,,3B,2B,571788,,,37
6428,Brock Stassi,,SF,,Farm,,P,,1B,1B,595426,,,36
2197,Brody Koerner,,NYY,,Farm,,P,,P,P,621259,,,32
2198,Brooks Kriske,,KC,,Farm,,P,,P,P,621139,,,32
6199,Brooks Pounders,,TB,,Farm,,P,,P,P,572044,,,35
5843,Bryan Arias,,HOU,,Farm,,P,,"1B,3B,OF",2B,687035,,,28
7873,Bryan Balzer,,SD,,Farm,,P,,RHP,RHP,,66437,,
7476,Bryan Chi,,,,Farm,,P,,,,,,,
2204,Bryan Garcia,,HOU,,Farm,,P,,P,P,650530,,,30
5842,Bryan Gonzalez,,BOS,,Farm,,P,,RF,OF,682793,,,24
2205,Bryan Holaday,,AZ,,Farm,,P,,C,C,592407,,,38
2206,Bryan Mitchell,,MIA,,Farm,,P,,P,P,571951,,,34
5841,Bryan Torres,,SD,,Farm,,P,,"2B,3B",OF,663494,,,28
5840,Bryant Packard,,DET,,Farm,,P,,OF,LF,669741,,,28
5839,Bryant Quijada,,COL,,Farm,,P,,"C,1B","C,1B",,,,
4498,Bryce Ball,,CHC,,Farm,,P,,1B,1B,668787,,,27
7445,Bryce Osmond,,,,Farm,,P,,,,,,,
6461,Bryson Brigman,,MIA,,Farm,,P,,SS,SS,624417,,,30
5836,Bryson Horne,,ATL,,Farm,,P,,1B,1B,695587,,,26
5835,Bubba Hollins,,MIA,,Farm,,P,,3B,3B,657617,,,30
4187,Bubby Rossman,,PHI,,Farm,,P,,P,P,657745,,,33
2220,Burl Carraway,,CHC,,Farm,,P,,P,P,,,,
5834,Burle Dixon,,KC,,Farm,,P,,OF,OF,,,,
3592,C.J. Abrams,,SD,,Farm,,P,,SS,SS,,,,
6452,C.J. Chatham,,AZ,,Farm,,P,,SS,SS,641453,,,31
5833,C.J. Stubbs,,HOU,,Farm,,P,,"C,1B",C,667690,,,29
5832,Caberea Weaver,,CWS,,Farm,,P,,OF,OF,669015,,,26
5831,Cade Bunnell,,ATL,,Farm,,P,,"1B,2B,SS",2B,685298,,,28
7891,Caden Powell,,HOU,,Farm,,P,,SS,SS,,64742,,
5830,Cadyn Grenier,,BAL,,Farm,,P,,SS,SS,663760,,,29
4455,Cal Mitchell,,PIT,,Farm,,P,,OF,LF,668751,,,26
2217,Caleb Baragar,,AZ,,Farm,,P,,P,P,670056,,,31
4415,Caleb Hamilton,,BOS,,Farm,,P,,C,C,643348,,,31
3619,Caleb Killian,,CHC,,Farm,,P,,RHP,RHP,,,,
5828,Caleb Knight,,CHC,,Farm,,P,,"C,1B",C,676332,,,30
3980,Caleb Sampen,,TB,,Farm,,P,,RHP,RHP,,,,
6330,Caleb Simpson,,BOS,,Farm,,P,,P,P,643539,,,34
2218,Caleb Smith,,PIT,,Farm,,P,,P,P,592761,,,34
4440,Calvin Mitchell,,PIT,,Farm,,P,,,,,,,
4129,Cam Alldred,,PIT,,Farm,,P,,P,P,682027,,,29
2221,Cam Bedrosian,,PHI,,Farm,,P,,P,P,592135,,,34
5826,Cam Cannon,,BOS,,Farm,,P,,2B,SS,669069,,,28
2222,Cam Cauley,,TEX,,Farm,,P,,SS,SS,,,,
5825,Cam Coursey,,AZ,,Farm,,P,,2B,2B,,,,
5823,Cam Eden,,TOR,,Farm,,P,,CF,CF,686490,,,27
2223,Cam Gallagher,,CLE,,Farm,,P,,C,C,595956,,,33
2227,Cam Hill,,CWS,,Farm,,P,,P,P,657611,,,31
7498,Cam Minacci,,LAA,,Farm,,P,,P,P,,,,
4159,Cam Vieaux,,LAA,,Farm,,P,,P,P,664944,,,32
5822,Cam Williams,,KC,,Farm,,P,,"1B,3B","1B,3B",,,,
5821,Cameron Barstad,,MIA,,Farm,,P,,C,C,677319,,,25
5820,Cameron Butler,,CWS,,Farm,,P,,OF,OF,,,,
6481,Cameron Cannon,,BOS,,Farm,,P,,SS,SS,,,,
2224,Cameron Maybin,,NYM,,Farm,,P,,OF,CF,457727,,,38
7482,Cameron Sullivan,,CLE,,Farm,,P,,SP,SP,,64402,,
5818,Carlos Aguiar,,MIN,,Farm,,P,,OF,CF,678690,,,24
6416,Carlos Asuaje,,CHC,,Farm,,P,,2B,2B,641319,,,34
7298,Carlos Batista,,WSH,,Farm,,P,,,,,,,
7454,Carlos Betancourt,,,,Farm,,P,,,P,678640,,,24
2226,Carlos Colmenares,,TB,,Farm,,P,,SS,3B,464423,,,39
3981,Carlos Colmerenz,,,,Farm,,P,,,,,,,
2228,Carlos Espinal,,NYY,,Farm,,P,,P,P,664284,,,29
5816,Carlos Fernandez,,SEA,,Farm,,P,,"2B,3B","2B,3B",,,,
5815,Carlos Hurtado,,HOU,,Farm,,P,,"C,1B","C,1B",,,,
5814,Carlos Irigoyen,,DET,,Farm,,P,,"2B,SS,3B","2B,SS,3B",,,,
5813,Carlos Luis,,SD,,Farm,,P,,"1B,3B","1B,3B",,,,
5812,Carlos Mendoza,,DET,,Farm,,P,,"2B,3B,OF","2B,3B,OF",,,,
5811,Carlos Morfa,,CHC,,Farm,,P,,OF,OF,,,,
6322,Carlos Navas,,AZ,,Farm,,P,,P,P,593163,,,33
5809,Carlos Pelegrin,,DET,,Farm,,P,,OF,OF,,,,
5808,Carlos Reina,,LAA,,Farm,,P,,C,C,,,,
5807,Carlos Rincon,,NYM,,Farm,,P,,"1B,OF",OF,665779,,,28
5806,Carlos Roa,,MIL,,Farm,,P,,3B,3B,,,,
6480,Carlos Rodríguez,,ATL,,Farm,,P,,RF,RF,,11493,,
2231,Carlos Sanabria,,KC,,Farm,,P,,P,P,656004,,,29
5805,Carlos Santiago,,MIA,,Farm,,P,,"1B,SS,3B","1B,SS,3B",,,,
5804,Carlos Sepulveda,,CHC,,Farm,,P,,"2B,3B",2B,661148,,,29
5803,Carlos Soto,,STL,,Farm,,P,,C,C,666728,,,26
7296,Carlos Tavares,,WSH,,Farm,,P,,,,,,,
6436,Carlos Tocci,,WSH,,Farm,,P,,CF,RF,624636,,,30
6157,Carlos Torres,,SF,,Farm,,P,,P,P,448614,,,43
5802,Carson Matthews,,LAA,,Farm,,P,,"3B,OF",SS,701120,,,26
6181,Carson Smith,,BOS,,Farm,,P,,P,P,605476,,,36
5801,Carson Taylor,,LAD,,Farm,,P,,C,1B,694930,,,26
4495,Carson Tucker,,CLE,,Farm,,P,,SS,SS,691020,,,24
5800,Carter Aldrete,,SF,,Farm,,P,,"1B,2B,3B",2B,666177,,,28
5799,Carter Bins,,PIT,,Farm,,P,,C,C,670190,,,27
7522,Carter Mathison,,PHI,,Farm,,P,,OF,OF,,64536,,
5798,Carter Williams,,SF,,Farm,,P,,OF,OF,688832,,,28
4265,Casey Lawrence,,TOR,,Farm,,P,,P,P,596271,,,38
3773,Casey Martin,,PHI,,Farm,,P,,SS,SS,676045,,,26
5796,Casey Opitz,,CHC,,Farm,,P,,C,C,676053,,,27
2240,Casey Sadler,,SEA,,Farm,,P,,P,P,594987,,,35
7499,Casey Saucke,,CWS,,Farm,,P,,OF,OF,,64445,,
2366,CD Pelham,,CHC,,Farm,,P,,P,P,641962,,,30
6121,Cedric De Grandpre,,ATL,,Farm,,P,,P,P,,,,
4292,Cedric Mullins II,,BAL,,Farm,,P,,,CF,656775,,,31
5795,Cesar Berbesi,,NYM,,Farm,,P,,2B,SS,682452,,,25
5794,Cesar Calderon,,DET,,Farm,,P,,"1B,3B","1B,3B",,,,
2242,César Hernández,,DET,,Farm,,P,,"2B,3B,OF",2B,514917,,,35
5793,Cesar Idrogo,,CLE,,Farm,,P,,OF,C,677581,,,24
5792,Cesar Izturis Jr.,,SEA,,Farm,,P,,"2B,SS","2B,SS",,,,
7424,Cesar Lares,,,,Farm,,P,,,,,,,
6400,César Puello,,BOS,,Farm,,P,,OF,RF,527049,,,34
2243,César Valdez,,LAA,,Farm,,P,,P,P,491624,,,40
5790,Chad Bell,,NYY,,Farm,,P,,"1B,2B,3B",P,518445,,,36
2246,Chad Pinder,,CIN,,Farm,,P,,OF,LF,640461,,,33
4191,Chad Smith,,OAK,,Farm,,P,,P,P,,,,
5789,Chad Stevens,,HOU,,Farm,,P,,"SS,3B",SS,677060,,,27
2247,Chad Wallach,,LAA,,Farm,,P,,C,C,595453,,,34
6208,Chance Adams,,KC,,Farm,,P,,P,P,664856,,,31
2249,Chance Sisco,,MIN,,Farm,,P,,C,C,642082,,,30
5787,Chandler Seagle,,SD,,Farm,,P,,C,C,676882,,,29
5786,Channy Ortiz,,AZ,,Farm,,P,,"2B,SS,OF",SS,671495,,,26
5785,Charles Mack,,MIN,,Farm,,P,,C,C,,,,
2250,Charlie Barnes,,MIN,,Farm,,P,,P,P,656212,,,30
2252,Charlie Culberson,,TB,,Farm,,P,,"2B,3B,OF",3B,518586,,,36
5784,Charlie Welch,,SEA,,Farm,,P,,C,C,,,,
5783,Charlis Aquino,,SD,,Farm,,P,,SS,SS,,,,
5782,Chase Calabuig,,OAK,,Farm,,P,,OF,OF,682079,,,30
2256,Chase De Jong,,PIT,,Farm,,P,,P,P,608328,,,32
5781,Chase Krogman,,CWS,,Farm,,P,,OF,OF,,,,
5780,Chase Pinder,,STL,,Farm,,P,,OF,CF,676198,,,29
5778,Chavez Young,,TOR,,Farm,,P,,CF,OF,669945,,,28
2259,Chaz Roe,,TB,,Farm,,P,,P,P,475054,,,39
2260,Chi Chi González,,MIA,,Farm,,P,,P,P,592346,,,34
2261,Chris Archer,,MIN,,Farm,,P,,P,P,502042,,,37
5777,Chris Bec,,TOR,,Farm,,P,,C,C,681804,,,30
5776,Chris Betts,,LAD,,Farm,,P,,C,C,663341,,,28
6111,Chris Clarke,,SEA,,Farm,,P,,P,P,669247,,,27
2263,Chris Ellis,,BAL,,Farm,,P,,P,P,595939,,,33
2265,Chris Gittens,,NYY,,Farm,,P,,1B,1B,656467,,,32
5775,Chris Givin,,BAL,,Farm,,P,,"2B,SS,3B",SS,686887,,,28
6392,Chris Herrmann,,WSH,,Farm,,P,,"C,OF",C,543302,,,38
5774,Chris Hudgins,,BAL,,Farm,,P,,C,C,657621,,,29
2267,Chris Mazza,,TB,,Farm,,P,,P,P,607391,,,36
5773,Chris Meyers,,DET,,Farm,,P,,1B,1B,680273,,,26
4421,Chris Okey,,CIN,,Farm,,P,,C,C,608360,,,31
2268,Chris Owings,,PIT,,Farm,,P,,"2B,SS",SS,572008,,,34
6495,Chris Rabago,,DET,,Farm,,P,,C,C,657253,,,32
2270,Chris Rodriguez,,LAA,,Farm,,P,,P,P,669735,,,27
6166,Chris Rusin,,ATL,,Farm,,P,,P,P,543734,,,39
5771,Chris Seise,,TEX,,Farm,,P,,SS,SS,669451,,,27
5770,Chris Sharpe,,PHI,,Farm,,P,,OF,OF,676426,,,29
4431,Chris Suero,,NYM,,Farm,,P,,C,C,801523,,,22
6462,Chris Torres,,MIA,,Farm,,P,,SS,SS,660618,,,28
6354,Chris Vallimont,,BAL,,Farm,,P,,P,P,681808,,,28
5769,Chris Williams,,MIN,,Farm,,P,,1B,C,675910,,,29
2272,Christian Arroyo,,BOS,,Farm,,P,,"1B,2B,3B,SS,OF",2B,624414,,,30
5767,Christian Johnson,,TB,,Farm,,P,,OF,CF,687257,,,24
6499,Christian Kelley,,PIT,,Farm,,P,,C,C,664877,,,32
4418,Christian Lopes,,OAK,,Farm,,P,,"2B,OF",2B,547173,,,33
5765,Christian Molfetta,,LAA,,Farm,,P,,"C,3B",C,681538,,,29
5764,Christian Montes De Oca,,AZ,,Farm,,P,,RP,P,801216,,,26
5763,Christian Robinson,,ATL,,Farm,,P,,OF,OF,,,,
7375,Christian Romero,,,,Farm,,P,,,,,,,
5762,Christian Sepulveda,,LAA,,Farm,,P,,"1B,3B","1B,3B",,,,
6425,Christin Stewart,,BOS,,Farm,,P,,OF,LF,621514,,,32
5761,Christopher De La Cruz,,WSH,,Farm,,P,,OF,OF,678865,,,24
3967,Christopher Paciolla,,CHC,,Farm,,P,,SS,SS,,,,
2277,CJ Edwards,,WSH,,Farm,,P,,P,P,,,,
5758,CJ Rodriguez,,OAK,,Farm,,P,,C,C,675430,,,25
7530,Clark Candiotti,,SD,,Farm,,P,,SP,SP,,64564,,
5757,Claudio Finol,,PIT,,Farm,,P,,"2B,SS",2B,672600,,,25
5756,Clay Dungan,,KC,,Farm,,P,,"2B,3B",2B,687867,,,29
6415,Clint Coulter,,SF,,Farm,,P,,OF,RF,621520,,,32
2279,Clint Frazier,,TEX,,Farm,,P,,OF,RF,640449,,,31
5755,Cobie Fletcher-Vance,,MIA,,Farm,,P,,"2B,3B",SS,664697,,,28
2280,Codi Heuer,,CHC,,Farm,,P,,P,P,676051,,,29
5753,Cody Bohanek,,NYM,,Farm,,P,,"2B,SS,3B,OF",SS,676378,,,30
6240,Cody Carroll,,BAL,,Farm,,P,,P,P,606944,,,33
5752,Cody Freeman,,TEX,,Farm,,P,,C,3B,683227,61591,True,25
5750,Cody Orr,,HOU,,Farm,,P,,"3B,OF",OF,695595,,,26
2282,Cody Ponce,,PIT,,Farm,,P,,P,P,664074,,,31
2284,Cody Reed,,TB,,Farm,,P,,P,P,642003,,,32
5749,Cody Roberts,,BAL,,Farm,,P,,C,C,663944,,,29
4118,Cody Sedlock,,BAL,,Farm,,P,,P,P,642060,,,30
2285,Cody Stashak,,MIN,,Farm,,P,,P,P,664054,,,31
4390,Cody Thomas,,OAK,,Farm,,P,,OF,RF,642137,,,31
2286,Cody Wilson,,WSH,,Farm,,P,,CF,OF,680963,,,29
5748,Colby Fitch,,LAA,,Farm,,P,,C,C,676085,,,30
5747,Colby Smelley,,CWS,,Farm,,P,,C,C,,,,
5746,Cole Barr,,SEA,,Farm,,P,,3B,3B,,,,
5745,Cole Cummings,,SD,,Farm,,P,,1B,1B,,,,
5744,Cole Daily,,WSH,,Farm,,P,,"2B,SS,3B,OF",SS,663725,,,29
6378,Cole Hamels,,LAD,,Farm,,P,,P,P,430935,,,42
6456,Cole Hertzler,,HOU,,Farm,,P,,RHP,RHP,,64572,,
4505,Cole Roederer,,CHC,,Farm,,P,,CF,CF,680711,,,26
5743,Cole Zabowski,,COL,,Farm,,P,,1B,1B,668905,,,28
5742,Colin Davis,,SEA,,Farm,,P,,OF,OF,695342,,,27
2290,Colin Moran,,SEA,,Farm,,P,,"1B,3B",1B,592567,,,33
5741,Colin Simpson,,COL,,Farm,,P,,"1B,OF",C,685388,,,29
5740,Collin Burns,,BAL,,Farm,,P,,SS,SS,700936,,,25
2291,Collin McHugh,,ATL,,Farm,,P,,P,P,543521,,,38
4131,Collin Wiles,,MIL,,Farm,,P,,P,P,621079,,,31
5739,Colton Bender,,SD,,Farm,,P,,C,C,,,,
6277,Colton Hock,,MIA,,Farm,,P,,P,P,,,,
5737,Colton Shaver,,HOU,,Farm,,P,,C,3B,656953,,,30
4499,Colton Welker,,SF,,Farm,,P,,3B,3B,666213,,,28
2293,Conner Greene,,BAL,,Farm,,P,,P,P,641632,,,30
2294,Conner Menez,,CHC,,Farm,,P,,P,P,669214,,,30
5736,Connor Blair,,ATL,,Farm,,P,,OF,OF,,,,
5735,Connor Cannon,,NYY,,Farm,,P,,1B,1B,,,,
6358,Connor Grey,,NYM,,Farm,,P,,P,P,670119,,,31
5734,Connor Hoover,,SEA,,Farm,,P,,OF,1B,676803,,,29
5733,Connor Kaiser,,PIT,,Farm,,P,,SS,SS,663731,,,29
5732,Connor Kokx,,CLE,,Farm,,P,,OF,OF,701634,,,25
7432,Connor McCullough,,,,Farm,,P,,,P,681410,,,26
2297,Connor Overton,,CIN,,Farm,,P,,P,P,656818,,,32
5731,Connor Pavolony,,BAL,,Farm,,P,,C,C,680935,,,26
4203,Connor Sadzeck,,MIN,,Farm,,P,,P,P,592712,,,34
4510,Connor Scott,,MIA,,Farm,,P,,CF,LF,669002,,,26
7389,Connor Van Scoyoc,,,,Farm,,P,,,,,,,
5729,Cooper Johnson,,DET,,Farm,,P,,C,C,666194,,,27
5728,Cooper Uhl,,OAK,,Farm,,P,,C,C,687013,,,28
6394,Corban Joseph,,CHC,,Farm,,P,,"1B,2B",1B,543377,,,37
2304,Corey Dickerson,,WSH,,Farm,,P,,OF,LF,572816,,,36
5727,Corey Joyce,,DET,,Farm,,P,,"2B,SS,3B",SS,687144,,,27
2305,Corey Kluber,,BOS,,Farm,,P,,P,P,446372,,,39
2307,Corey Oswalt,,SF,,Farm,,P,,P,P,621261,,,32
2308,Corey Ray,,MIL,,Farm,,P,,CF,CF,641999,,,31
5724,Cornelius Randolph,,CWS,,Farm,,P,,OF,OF,663524,,,28
2309,Cory Abbott,,WSH,,Farm,,P,,P,P,676265,,,30
4371,Cory Spangenberg,,STL,,Farm,,P,,3B,2B,605486,,,34
2311,Craig Stammen,,SD,,Farm,,P,,P,P,489334,,,41
5722,Cristhian Rodriguez,,MIA,,Farm,,P,,"1B,SS,3B",SS,682725,,,24
3654,Cristian Gonzalez,,HOU,,Farm,,P,,SS,SS,682685,,,24
2312,Cristian Hernandez,,PHI,,Farm,,P,,P,P,,,,
5721,Cristian Inoa,,TEX,,Farm,,P,,1B,1B,,,,
5720,Cristian More,,CHC,,Farm,,P,,OF,CF,685580,,,24
4115,Cristofer Ogando,,TB,,Farm,,P,,P,P,642657,,,32
5717,Cristopher Cespedes,,BAL,,Farm,,P,,OF,LF,660642,,,27
5716,Cristopher Cruz,,OAK,,Farm,,P,,OF,OF,,,,
5715,Cristopher Navarro,,COL,,Farm,,P,,"SS,3B",SS,665888,,,26
5714,Cuba Bess,,COL,,Farm,,P,,"1B,3B,OF","1B,3B,OF",,,,
5713,Cullen Large,,TOR,,Farm,,P,,"1B,OF",3B,675925,,,30
2316,Curtis Terry,,BAL,,Farm,,P,,1B,1B,663799,,,29
5712,D.J. Artis,,CHC,,Farm,,P,,OF,OF,663600,,,28
5711,D.J. Burt,,CWS,,Farm,,P,,"2B,3B,OF",2B,656274,,,30
6446,D.J. McCarty,,TEX,,Farm,,P,,P,P,695769,,,23
6403,D.J. Peterson,,COL,,Farm,,P,,3B,1B,592637,,,34
6230,D.J. Snelten,,NYY,,Farm,,P,,P,P,592769,,,33
4385,D.J. Stewart,,BAL,,Farm,,P,,,3B,677047,,,27
5710,D'Shawn Knowles,,LAA,,Farm,,P,,CF,OF,677610,,,25
7444,D’Shawn Knowles,,,,Farm,,P,,,OF,677610,,,25
5709,Dairon Cuevas,,AZ,,Farm,,P,,"2B,OF","2B,OF",,,,
7465,Dairon De Jesus,,,,Farm,,P,,,,,,,
5708,Daiwer Castellanos,,TB,,Farm,,P,,OF,OF,680607,,,25
6311,Dakota Bacus,,WSH,,Farm,,P,,P,P,621290,,,34
2404,Dakota Mekkes,,CHC,,Farm,,P,,P,P,669728,,,31
4343,Dalton Guthrie,,PHI,,Farm,,P,,OF,LF,656495,,,30
5707,Dalvy Rosario,,MIA,,Farm,,P,,"3B,OF",OF,672537,,,25
5705,Damon Dues,,SF,,Farm,,P,,"2B,3B,OF",SS,680815,,,27
4169,Damon Jones,,PHI,,Farm,,P,,P,P,676103,,,31
3614,Dan Johnson,,,,Farm,,P,,,1B,430681,,,46
2321,Dan Winkler,,TEX,,Farm,,P,,P,P,595465,,,36
5702,Daneurys De La Cruz,,DET,,Farm,,P,,"C,1B",C,681453,,,24
2504,Daniel Álvarez,,SF,,Farm,,P,,P,P,656032,,,29
6455,Daniel Brito,,PHI,,Farm,,P,,2B,2B,660684,,,28
4473,Daniel Cabrera,,DET,,Farm,,P,,OF,OF,,,,
2324,Daniel Camarena,,SD,,Farm,,P,,P,P,547176,,,33
2325,Daniel Castano,,MIA,,Farm,,P,,P,P,641447,,,31
5701,Daniel Cope,,COL,,Farm,,P,,C,C,684543,,,28
6385,Daniel Descalso,,CHC,,Farm,,P,,"2B,3B",2B,518614,,,39
6220,Daniel Gossett,,MIN,,Farm,,P,,P,P,605254,,,33
5700,Daniel Marte,,WSH,,Farm,,P,,OF,CF,682712,,,24
5699,Daniel Mateo,,TEX,,Farm,,P,,OF,CF,686863,,,24
5698,Daniel McElveny,,BOS,,Farm,,P,,C,C,,,,
4096,Daniel Mengden,,KC,,Farm,,P,,P,P,596043,,,32
5697,Daniel Montano,,COL,,Farm,,P,,OF,LF,665914,,,26
2329,Daniel Norris,,CIN,,Farm,,P,,P,P,596057,,,32
5696,Daniel Ozoria,,MIN,,Farm,,P,,"2B,SS,OF",SS,672460,,,25
6154,Daniel Palka,,BOS,,Farm,,P,,OF,LF,594953,,,34
2330,Daniel Ponce de Leon,,LAA,,Farm,,P,,P,P,594965,,,34
2331,Daniel Robertson,,TB,,Farm,,P,,"2B,SS",2B,621002,,,31
6320,Daniel Tillo,,SF,,Farm,,P,,P,P,664700,,,29
2335,Daniel Zamora,,PIT,,Farm,,P,,P,P,623354,,,32
5694,Danny Bautista,,OAK,,Farm,,P,,OF,RF,110712,,,53
2337,Danny Duffy,,TEX,,Farm,,P,,P,P,518633,,,37
5693,Danny Lantigua,,CIN,,Farm,,P,,OF,OF,671224,,,26
5692,Danny Oriente,,AZ,,Farm,,P,,OF,OF,,,,
2543,Danny Salazar,,CLE,,Farm,,P,,P,P,517593,,,36
2340,Danny Santana,,BOS,,Farm,,P,,CF,OF,542454,,,35
5691,Danyer Sanabria,,AZ,,Farm,,P,,1B,CF,683389,,,23
5690,Darel Belen,,BOS,,Farm,,P,,OF,OF,684525,,,25
5689,Dariel Gomez,,SEA,,Farm,,P,,1B,1B,649810,,,29
2341,Darien Núñez,,SF,,Farm,,P,,P,P,628345,,,32
2342,Darin Ruf,,NYM,,Farm,,P,,"1B,OF",1B,573131,,,39
6246,Dario Agrazal,,DET,,Farm,,P,,P,P,642607,,,31
5688,Darius Hill,,CHC,,Farm,,P,,OF,OF,675628,,,28
5687,Darlin Moquete,,STL,,Farm,,P,,"2B,OF",OF,680642,,,26
5686,Darlyn Montero,,OAK,,Farm,,P,,"3B,OF","3B,OF",,,,
5685,Darnel Collins,,KC,,Farm,,P,,1B,1B,,,,
2344,Darren O'Day,,ATL,,Farm,,P,,P,P,503285,,,43
5683,Darrien Miller,,MIL,,Farm,,P,,C,C,687152,,,24
5682,Darryl Collins,,KC,,Farm,,P,,LF,LF,,,,
