upid,name,manager,team,FBP_Team,player_type,contract_type,status,years_simple,position,mlb_primary_position,mlb_id,yahoo_id,debuted,age
7605,Mike Sirota,Whiz Kids,LAD,WIZ,Farm,Development Contract,[7] P,DC,OF,CF,701527,,False,22
7646,James Tibbs III,,SF,,Farm,Purchased Contract,[7] P,P,OF,RF,696486,,False,23
7710,Ryan Sloan,Country Fried Lamb,SEA,CFL,Farm,Development Contract,[7] P,DC,SP,P,815549,64327,False,20
7784,Yorger Bautista,,SEA,,Farm,Farm Contract,[7] P,P,OF,OF,829045,66446,False,18
3527,Adael Amador,,COL,,Farm,,[6] TCR,TC R,2B,2B,691182,12411,True,22
2005,Aaron Zavala,,TEX,,Farm,,[7] P,P,OF,LF,701648,,False,25
2006,Abel Bastidas,,,,Farm,,[7] P,P,,,,,False,
2017,Adam Macko,,TOR,,Farm,,[7] P,P,"SP,RP",P,671936,12535,False,25
2094,Alejandro Hidalgo,,LAA,,Farm,,[7] P,P,P,,,,False,
2115,Ariel Almonte,,,,Farm,,[7] P,P,,OF,694200,,False,22
2166,Brainer Bonaci,,BOS,,Farm,,[7] P,P,"2B,SS",,,,False,
2209,Bryce Bonnin,,,,Farm,,[7] P,P,,P,675655,,False,27
2281,Cody Morissette,,,,Farm,,[7] P,P,,SS,681357,,False,26
2298,Connor Phillips,,CIN,,Farm,,[7] P,P,RP,P,683175,12173,True,24
2302,Cooper Kinney,,TB,,Farm,,[7] P,P,"2B,3B",2B,695692,12559,False,23
2332,Daniel Vazquez,,KC,,Farm,,[7] P,P,SS,SS,694187,12450,False,22
2333,Daniel Vellojin,,,,Farm,,[7] P,P,,C,678962,,False,25
2343,Darren McCaughan,,MIA,,Farm,,[7] P,P,RP,P,670766,,False,29
2346,Dasan Brown,,TOR,,Farm,,[7] P,P,CF,CF,672018,12577,False,24
2397,Dominic Hamel,,NYM,,Farm,,[7] P,P,RHP,,,,False,
2438,Edwin Nunez,,STL,,Farm,,[7] P,P,RP,P,695835,,False,24
2471,Ethan Wilson,,PHI,,Farm,,[7] P,P,OF,OF,681159,,False,26
2473,Euribiel Angeles,,,,Farm,,[7] P,P,,3B,683494,,False,23
2480,Felix Valerio,,,,Farm,,[7] P,P,,SS,680589,,False,25
2486,Frank Mozzicato,,KC,,Farm,,[7] P,P,SP,P,700924,12443,False,22
2490,Gabriel Gonzalez,,MIN,,Farm,,[7] P,P,OF,RF,694224,12539,False,22
2514,Grant Holman,,ATH,,Farm,,[7] P,P,RP,P,680880,12506,True,25
2542,Hunter Owen,,KC,,Farm,,[7] P,P,SP,P,694818,62799,False,24
2549,Ian Bedell,,STL,,Farm,,[7] P,P,SP,P,678016,12553,False,26
2554,Irv Carter,,,,Farm,,[7] P,P,,,,,False,
2584,Jaime Melendez,,HOU,,Farm,,[7] P,P,SP,P,686459,,False,24
2599,Jake Latz,,TEX,,Farm,,[7] P,P,RP,,,,False,
2631,Jay Allen,,CIN,,Farm,,[7] P,P,OF,,,,False,
2640,Jeff Criswell,,,,Farm,,[7] P,P,RP,P,676105,12163,False,26
3874,Cristhian Vaquero,,WSH,,Farm,,[7] P,P,OF,OF,703143,60539,False,21
2653,Jesus Galiz,,,,Farm,,[7] P,P,,,,,False,
2743,Jose Devers,,,,Farm,,[7] P,P,,,,,False,
2750,Jose Ramos,,LAD,,Farm,,[7] P,P,OF,CF,682947,,False,25
2751,José Rodríguez,,CWS,,Farm,,[7] P,P,2B,,,,False,
2755,Jose Salas,,MIN,,Farm,,[7] P,P,"2B,SS",2B,691191,,False,22
2780,Joshua Baez,,STL,,Farm,,[7] P,P,CF,RF,695491,12548,False,22
2791,Julio Carreras,,COL,,Farm,,[7] P,P,SS,3B,679734,,False,26
2877,Levi Stoudt,,CIN,,Farm,,[7] P,P,P,P,686651,,False,28
2980,Michael Morales,,SEA,,Farm,,[7] P,P,SP,P,691786,12537,False,23
3057,Noah Murdock,,ATH,,Farm,,[7] P,P,SIRP,P,668716,,False,27
3061,Norge Vera,,,,Farm,,[7] P,P,,,,,False,
3096,Petey Halpin,,CLE,,Farm,,[7] P,P,CF,CF,690984,12404,True,23
3098,Peyton Wilson,,KC,,Farm,,[7] P,P,2B,2B,686523,,False,26
3128,Ricardo Genovés,,ATL,,Farm,,[7] P,P,RHP,C,665648,,False,26
3148,Abrahan Ramirez,,MIA,,Farm,,[7] P,P,2B,2B,800254,,False,21
3200,Adrian Pena,,MIA,,Farm,,[7] P,P,RHP,,,,False,
3248,Stephen Ridings,,,,Farm,,[7] P,P,,P,670050,,False,30
3262,Tanner McDougal,,CWS,,Farm,,[7] P,P,SP,P,701780,,False,22
3294,Tommy Mace,,,,Farm,,[7] P,P,,P,676390,,False,27
3345,Juan Then,,,,Farm,,[7] P,P,,P,672730,,False,26
3401,Yeison Morrobel,,TEX,,Farm,,[7] P,P,OF,OF,694218,,False,22
3419,Zach Daniels,,HOU,,Farm,,[7] P,P,OF,RF,671113,,False,27
3446,Diego Cartaya,,MIN,,Farm,,[7] P,P,C,C,682616,,False,24
3463,George Valera,,CLE,,Farm,,[7] P,P,OF,RF,671655,11298,True,25
3481,Kahlil Watson,,CLE,,Farm,,[7] P,P,CF,LF,696135,12467,False,22
3504,Blake Walston,,AZ,,Farm,,[7] P,P,RP,P,686796,11727,True,24
3507,Drew Romo,,COL,,Farm,,[7] P,P,C,C,691011,,True,24
3518,Alex Ramirez,,NYM,,Farm,,[7] P,P,OF,OF,,11872,False,
3528,Tim Cate,,,,Farm,,[7] P,P,,,,,False,
3531,Gordon Graceffo,,STL,,Farm,,[7] P,P,RP,P,700669,60394,True,25
3537,A.J. Vukovich,,AZ,,Farm,,[7] P,P,"3B,OF",CF,691021,,False,24
3539,Kristian Robinson,,AZ,,Farm,,[7] P,P,OF,LF,677565,,False,25
3550,Jesse Franklin V,,,,Farm,,[7] P,P,,OF,675966,,False,27
3555,Ambioris Tavarez,,ATL,,Farm,,[7] P,P,SS,SS,694222,,False,22
3557,Cal Conley,,ATL,,Farm,,[7] P,P,SS,SS,695462,,False,26
3558,Diego Benitez,,ATL,,Farm,,[7] P,P,"1B,3B",1B,,60075,False,
3566,Luis Baez,,WSH,,Farm,,[7] P,P,C,OF,800232,,False,22
3568,Joseph Ortiz,,,,Farm,,[7] P,P,,,,,False,
3570,Blaze Jordan,,BOS,,Farm,,[7] P,P,"1B,3B",1B,691458,,False,23
3573,Wikelman Gonzalez,,CWS,,Farm,,[7] P,P,"SP,RP",P,682790,,True,23
3589,Kohl Franklin,,CHC,,Farm,,[7] P,P,SP,,,,False,
3593,Yoelqui Céspedes,,,,Farm,,[7] P,P,OF,OF,673461,,False,28
3595,Wes Kath,,,,Farm,,[7] P,P,,3B,695770,,False,23
3596,Hao-Yu Lee,,DET,,Farm,,[7] P,P,"2B,3B",2B,701678,60319,False,23
3597,Bryan Ramos,,CWS,,Farm,,[7] P,P,3B,3B,682868,12417,True,23
3598,Jared Kelley,,,,Farm,,[7] P,P,,,,,False,
3599,Matthew Thompson,,CWS,,Farm,,[7] P,P,SP,P,683010,,False,25
3603,Yolbert Sanchez,,,,Farm,,[7] P,P,,2B,691503,,False,28
3606,Jay Allen II,,CIN,,Farm,,[7] P,P,OF,OF,695481,,False,23
3608,Rece Hinds,,CIN,,Farm,,[7] P,P,OF,RF,677956,11748,True,25
3609,Tyler Callihan,,CIN,,Farm,,[7] P,P,"2B,OF",LF,682997,11747,True,25
3610,Austin Hendrick,,CIN,,Farm,,[7] P,P,OF,OF,690988,,False,24
3611,Matheu Nelson,,,,Farm,,[7] P,P,,,,,False,
3616,Tanner Burns,,CLE,,Farm,,[7] P,P,SP,P,669142,,False,27
3617,Bryan Lavastida,,,,Farm,,[7] P,P,,C,681526,,False,27
3620,Benny Montgomery,,COL,,Farm,,[7] P,P,CF,OF,695603,12406,False,23
3628,Chris McMahon,,,,Farm,,[7] P,P,,,,,False,
3629,Warming Bernabel,,COL,,Farm,,[7] P,P,1B,3B,682653,,True,23
3630,Joe Rock,,TB,,Farm,,[7] P,P,"SP,RP",P,697812,,True,25
3632,Cristian Santana,,DET,,Farm,,[7] P,P,SS,,,,False,
3633,Ty Madden,,DET,,Farm,,[7] P,P,RP,P,680744,12423,True,25
3635,Izaac Pacheco,,DET,,Farm,,[7] P,P,3B,SS,691789,12424,False,23
3636,Dylan Smith,,DET,,Farm,,[7] P,P,RP,P,681916,12425,True,25
3637,Roberto Campos,,DET,,Farm,,[7] P,P,CF,CF,,12426,False,
3641,Manuel Sequera,,,,Farm,,[7] P,P,,,,,False,
3642,Wilmer Flores,,DET,,Farm,,[7] P,P,SP,P,695865,,False,24
3648,Colin Barber,,HOU,,Farm,,[7] P,P,OF,LF,683145,,False,25
3650,Shawn Dubin,,HOU,,Farm,,[7] P,P,P,P,681869,,False,30
3651,Joe Perez,,,,Farm,,[7] P,P,,3B,669309,,False,26
3658,Misael Tamarez,,HOU,,Farm,,[7] P,P,SP,P,685377,,False,26
3663,Ben Kudrna,,KC,,Farm,,[7] P,P,SP,P,695667,12444,False,23
3668,Beck Way,,,,Farm,,[7] P,P,,P,694360,,False,26
3673,Arol Vera,,,,Farm,,[7] P,P,,SS,691186,,False,23
3674,Kyren Paris,,LAA,,Farm,,[7] P,P,"2B,CF",2B,677347,11776,True,24
3675,Samuel Zavala,,CWS,,Farm,,[7] P,P,OF,CF,694214,,False,21
3676,Denzer Guzman,,LAA,,Farm,,[7] P,P,"3B,SS",SS,694203,12454,True,22
3677,Jordyn Adams,,LAA,,Farm,,[7] P,P,OF,CF,677941,,False,26
3678,Jeremiah Jackson,,NYM,,Farm,,[7] P,P,"3B,OF",2B,669236,,True,25
3679,Carlos Jorge,,CIN,,Farm,,[7] P,P,CF,SS,699115,62316,False,22
3680,Adrian Placencia,,LAA,,Farm,,[7] P,P,2B,SS,691269,12455,False,22
3683,Alexander Ramirez,,,,Farm,,[7] P,P,,,,,False,
3685,Mason Albright,,COL,,Farm,,[7] P,P,SP,P,695476,,False,23
3687,Eddys Leonard,,DET,,Farm,,[7] P,P,SS,SS,678760,,False,25
3688,Jorbit Vivas,,NYY,,Farm,,[7] P,P,"2B,3B",2B,678391,12341,True,24
3689,Wilman Diaz,,,,Farm,,[7] P,P,,,,,False,
3691,Mason Auer,,TB,,Farm,,[7] P,P,OF,OF,687020,,False,24
3692,Nick Nastrini,,CWS,,Farm,,[7] P,P,"SP,RP",P,680897,,True,25
3693,Yanquiel Fernandez,,COL,,Farm,,[7] P,P,OF,RF,692585,60149,True,23
3694,Carlos Duran,,,,Farm,,[7] P,P,,P,679922,,False,24
3697,Grant McCray,,SF,,Farm,,[7] P,P,CF,CF,687529,60380,True,25
3698,Axel Sanchez,,SEA,,Farm,,[7] P,P,SS,SS,692046,,False,23
3699,Dax Fulton,,MIA,,Farm,,[7] P,P,SP,P,690978,12150,False,24
3701,Eddinson Paulino,,TOR,,Farm,,[7] P,P,"2B,SS",SS,682796,,False,23
3702,Ian Lewis,,MIA,,Farm,,[7] P,P,2B,,,,False,
3703,Yiddi Cappe,,MIA,,Farm,,[7] P,P,SS,SS,691268,,False,23
3704,Victor Mesa Jr.,,MIA,,Farm,,[7] P,P,OF,CF,683748,60246,True,24
3713,Hedbert Perez,,,,Farm,,[7] P,P,,LF,691616,,False,22
3714,Freddy Zamora,,MIL,,Farm,,[7] P,P,SS,SS,668965,,False,27
3715,Jose Rodriguez,,MIN,,Farm,,[7] P,P,OF,SS,679563,,True,24
3716,Eduardo Garcia,,,,Farm,,[7] P,P,,OF,682633,,False,23
3721,Matt Canterino,,MIN,,Farm,,[7] P,P,RHP,P,683764,,False,28
3722,Noah Miller,,LAD,,Farm,,[7] P,P,SS,SS,695653,,False,23
3724,Misael Urbina,,,,Farm,,[7] P,P,,OF,682618,,False,23
3733,Matt Allan,,,,Farm,,[7] P,P,,P,682929,,False,24
3734,Vaun Brown,,SF,,Farm,,[7] P,P,OF,OF,673901,,False,27
3736,Gleider Figuereo,,TEX,,Farm,,[7] P,P,3B,3B,,60432,False,
3737,Joel Díaz,,NYM,,Farm,,[7] P,P,SP,C,642315,,False,30
3738,Calvin Ziegler,,NYM,,Farm,,[7] P,P,SP,,,,False,
3745,Everson Pereira,,NYY,,Farm,,[7] P,P,CF,CF,677592,,True,24
3749,Brock Selvidge,,NYY,,Farm,,[7] P,P,SP,P,691795,12498,False,23
3751,Alexander Vargas,,,,Farm,,[7] P,P,,SS,683061,,False,24
3757,Ryan Cusick,,ATH,,Farm,,[7] P,P,SP,P,680743,,False,26
3758,Brayan Buelvas,,ATH,,Farm,,[7] P,P,CF,CF,683454,12000,False,23
3759,Matt Gorski,,PIT,,Farm,,[7] P,P,OF,1B,685301,,False,28
3760,Pedro Pineda,,,,Farm,,[7] P,P,,CF,694191,,False,22
3761,Colin Peluse,,,,Farm,,[7] P,P,,P,668761,,False,27
3763,Denzel Clarke,,ATH,,Farm,,[7] P,P,CF,CF,672016,12504,True,25
3764,Yasser Mercedes,,MIN,,Farm,,[7] P,P,CF,CF,,60271,False,
3765,Hans Crouse,,,,Farm,,[7] P,P,,P,668968,,False,27
3766,Pedro Ramirez,,CHC,,Farm,,[7] P,P,"2B,3B",2B,699393,64285,False,21
3769,Francisco Morales,,,,Farm,,[7] P,P,,P,672839,,False,26
3771,Jhailyn Ortiz,,,,Farm,,[7] P,P,,RF,665560,,False,27
3772,Jordan Viars,,,,Farm,,[7] P,P,,,,,False,
3774,Yhoswar Garcia,,,,Farm,,[7] P,P,,CF,694070,,False,24
3776,Brock Jones,,TB,,Farm,,[7] P,P,OF,OF,677342,,False,24
3778,Anthony Solometo,,PIT,,Farm,,[7] P,P,SP,P,696143,12515,False,23
3780,Matt Fraizer,,,,Farm,,[7] P,P,,CF,670208,,False,28
3783,Malcom Nuñez,,PIT,,Farm,,[7] P,P,1B,1B,682650,,False,24
3786,Lonnie White Jr.,,PIT,,Farm,,[7] P,P,CF,OF,696145,12517,False,23
3791,Joshua Mears,,,,Farm,,[7] P,P,,RF,687084,,False,24
3792,Jose Gerardo,,MIA,,Farm,,[7] P,P,OF,,,,False,
3793,Victor Lizarraga,,SD,,Farm,,[7] P,P,SP,P,694205,12529,False,22
3794,Korry Howell,,,,Farm,,[7] P,P,,CF,676759,,False,27
3795,Kevin Kopps,,,,Farm,,[7] P,P,,P,667434,,False,28
3797,Jay Groome,,SD,,Farm,,[7] P,P,SP,P,666130,,False,27
3798,Brandon Valenzuela,,SD,,Farm,,[7] P,P,"C,1B",C,678218,,False,25
3799,Jagger Haynes,,SD,,Farm,,[7] P,P,SP,P,695247,60358,False,23
3800,Efrain Contreras,,,,Farm,,[7] P,P,,P,678713,,False,26
3801,Victor Acosta,,CIN,,Farm,,[7] P,P,SS,,,,False,
3802,Daniel Montesino,,,,Farm,,[7] P,P,,,,,False,
3804,Alberto Rodriguez,,SEA,,Farm,,[7] P,P,OF,,,,False,
3806,Osleivis Basabe,,TB,,Farm,,[7] P,P,SS,SS,678545,,True,25
3810,Taylor Dollard,,SEA,,Farm,,[7] P,P,SP,P,693440,60366,False,26
3811,Sterlin Thompson,,COL,,Farm,,[7] P,P,"1B,OF",OF,694514,60146,False,24
3814,Rayne Doncon,,MIN,,Farm,,[7] P,P,3B,3B,699061,,False,22
3817,Will Bednar,,SF,,Farm,,[7] P,P,SP,,,,False,
3819,Jairo Pomares,,SF,,Farm,,[7] P,P,OF,CF,682646,,False,25
3821,Hunter Bishop,,,,Farm,,[7] P,P,,OF,666183,,False,27
3822,Matt Mikulski,,,,Farm,,[7] P,P,,,,,False,
3823,Aeverson Arteaga,,SF,,Farm,,[7] P,P,SS,SS,692348,12543,False,22
3824,Ryan Murphy,,,,Farm,,[7] P,P,,,,,False,
3829,Werner Blakely,,LAA,,Farm,,[7] P,P,3B,OF,690956,,False,23
3833,Jonathan Mejia,,STL,,Farm,,[7] P,P,"2B,SS",2B,,60396,False,
3838,Austin Love,,,,Farm,,[7] P,P,,,,,False,
3839,Greg Jones,,TB,,Farm,,[7] P,P,"SS,OF",,,,False,
3841,Willy Vasquez,,TB,,Farm,,[7] P,P,3B,3B,691938,,False,24
3842,Carlos Colmenarez,,TB,,Farm,,[7] P,P,SS,SS,694181,,False,22
3848,Nick Bitsko,,,,Farm,,[7] P,P,,,,,False,
3850,JJ Goss,,,,Farm,,[7] P,P,,P,683101,,False,25
3851,Henry Bolte,,ATH,,Farm,,[7] P,P,OF,RF,703607,60309,False,22
3855,Maximo Acosta,,MIA,,Farm,,[7] P,P,SS,SS,691185,,True,23
3856,Ricky Vanasco,,LAD,,Farm,,[7] P,P,"SP,RP",P,676568,,False,27
3857,Tekoah Roby,,STL,,Farm,,[7] P,P,SP,P,694358,60429,False,24
3858,Anthony Gutierrez,,TEX,,Farm,,[7] P,P,OF,CF,703152,60428,False,21
3859,Antoine Kelly,,TEX,,Farm,,[7] P,P,SP,P,681520,,False,26
3861,Leo Jimenez,,TOR,,Farm,,[7] P,P,2B,SS,677870,11558,True,24
3862,Sem Robberse,,STL,,Farm,,[7] P,P,RHP,P,691828,,False,24
3863,Gabriel Martinez,,TOR,,Farm,,[7] P,P,OF,,,,False,
3864,Alex De Jesus,,TOR,,Farm,,[7] P,P,SS,3B,682942,,False,23
3865,CJ Van Eyk,,,,Farm,,[7] P,P,,P,669310,,False,27
3866,Manuel Beltre,,TOR,,Farm,,[7] P,P,SS,SS,694202,,False,21
3867,Keiner Delgado,,PIT,,Farm,,[7] P,P,"2B,3B,SS",2B,700731,,False,22
3868,Adam Kloffenstein,,STL,,Farm,,[7] P,P,RHP,P,680572,,True,25
3870,Estiven Machado,,,,Farm,,[7] P,P,,SS,692497,,False,23
3876,Andry Lara,,WSH,,Farm,,[7] P,P,RP,P,691251,11860,True,23
3877,Gerardo Carrillo,,,,Farm,,[7] P,P,,P,672629,,False,27
3878,Armando Cruz,,WSH,,Farm,,[7] P,P,SS,SS,694182,,False,22
3879,Jorge Barrosa,,AZ,,Farm,,[7] P,P,CF,LF,678489,12749,True,24
3880,Aldo Ramirez,,,,Farm,,[7] P,P,,,,,False,
3882,Matt Cronin,,,,Farm,,[7] P,P,,P,669091,,False,28
3888,Kevin Parada,,NYM,,Farm,,[7] P,P,C,C,691006,60278,False,24
3890,Jacob Berry,,MIA,,Farm,,[7] P,P,"2B,3B,OF",1B,694351,60614,False,24
3892,Peyton Graham,,DET,,Farm,,[7] P,P,SS,SS,689931,,False,25
3896,Brock Porter,,TEX,,Farm,,[7] P,P,RP,RP,,60426,False,
3897,Gavin Cross,,KC,,Farm,,[7] P,P,OF,RF,688457,60200,False,24
3907,Brandon Barriera,,TOR,,Farm,,[7] P,P,SP,P,702255,60441,False,21
3908,Jud Fabian,,BAL,,Farm,,[7] P,P,CF,CF,682983,60098,False,25
3911,Cooper Hjerpe,,STL,,Farm,,[7] P,P,SP,P,687309,60395,False,24
3912,Daniel Susac,,ATH,,Farm,,[7] P,P,C,C,691740,,False,24
3915,Gabriel Hughes,,COL,,Farm,,[7] P,P,SP,P,687312,60145,False,24
3916,Blade Tidwell,,NYM,,Farm,,[7] P,P,"SP,RP",P,694918,,True,24
3917,Eric Brown Jr.,,MIL,,Farm,,[7] P,P,SS,SS,687521,,False,25
3918,Josh Kasevich,,TOR,,Farm,,[7] P,P,"3B,SS",SS,688460,60445,False,25
3919,Mikey Romero,,BOS,,Farm,,[7] P,P,"2B,3B",SS,702540,60107,False,22
3921,JR Ritchie,,ATL,,Farm,,[7] P,P,SP,P,702275,60071,False,22
3922,Cade Hunter,,,,Farm,,[7] P,P,,C,687192,,False,25
3923,Justin Campbell,,CLE,,Farm,,[7] P,P,P,,,,False,
3925,Robert Moore,,PHI,,Farm,,[7] P,P,2B,,,,False,
3926,Dylan Beavers,Jepordizers!,BAL,JEP,Farm,Purchased Contract,[7] P,P,OF,RF,687637,60091,True,24
3928,Cayden Wallace,,WSH,,Farm,,[7] P,P,"2B,3B",3B,691024,,False,24
3929,Cade Doughty,,TOR,,Farm,,[7] P,P,"2B,3B",2B,683103,,False,24
3931,Adam Mazur,,MIA,,Farm,,[7] P,P,SP,P,800049,,True,24
3932,Tucker Toman,,TOR,,Farm,,[7] P,P,3B,SS,702283,,False,22
3933,Jake Bennett,,WSH,,Farm,,[7] P,P,SP,P,687562,,False,25
3936,Landon Sims,,AZ,,Farm,,[7] P,P,RP,P,683085,60058,False,25
3938,Walter Ford,,SEA,,Farm,,[7] P,P,SP,,,,False,
3939,Jacob Miller,,MIA,,Farm,,[7] P,P,SP,SP,,60652,False,
3942,Tanner Schobel,,MIN,,Farm,,[7] P,P,"3B,SS",2B,802355,60270,False,24
3945,Peyton Pallette,,CWS,,Farm,,[7] P,P,RP,P,688883,,False,24
3948,Max Wagner,,BAL,,Farm,,[7] P,P,"2B,3B",3B,694484,60657,False,24
3949,Brycen Mautz,,STL,,Farm,,[7] P,P,SP,P,802408,60397,False,24
3950,Trystan Vrieling,,,,Farm,,[7] P,P,SP,P,801639,,False,25
3952,Henry Williams,,KC,,Farm,,[7] P,P,SP,,,,False,
3954,Logan Tanner,,CIN,,Farm,,[7] P,P,C,C,683091,,False,25
3955,Joe Lampe,,,,Farm,,[7] P,P,,OF,802407,,False,25
3956,Michael Knorr,,HOU,,Farm,,[7] P,P,RP,RP,,60197,False,
3957,Michael Kennedy,,PIT,,Farm,,[7] P,P,"SP,RP",SP,,,False,
3958,Ivan Melendez,,AZ,,Farm,,[7] P,P,1B,3B,699471,60550,False,26
3959,Trey Lipscomb,,WSH,,Farm,,[7] P,P,3B,3B,702358,,True,25
3960,Brandon Birdsell,,CHC,,Farm,,[7] P,P,SP,P,669361,60744,False,25
3961,Jake Madden,,COL,,Farm,,[7] P,P,SP,,,,False,
3962,Reggie Crawford,,SF,,Farm,,[7] P,P,LHP,,,,False,
3964,Jordan Sprinkle,,,,Farm,,[7] P,P,,SS,688394,,False,24
3965,Kamren James,,,,Farm,,[7] P,P,,,,,False,
3966,Nazier Mulé,,CHC,,Farm,,[7] P,P,SP,P,702271,60123,False,21
3968,Hayden Dunhurst,,,,Farm,,[7] P,P,,,,,False,
3969,Jacob Watters,,,,Farm,,[7] P,P,,,,,False,
3970,Kenya Huggins,,,,Farm,,[7] P,P,SP,P,695761,,False,23
3971,Luke Gold,,DET,,Farm,,[7] P,P,2B,,,,False,
3972,Ethan Hankins,,,,Farm,,[7] P,P,,,,,False,
3975,Ed Howard,,,,Farm,,[7] P,P,,SS,690992,,False,24
3991,Ronan Kopp,,LAD,,Farm,,[7] P,P,RP,P,691947,60234,False,23
4000,Adrian Pinto,,TOR,,Farm,,[7] P,P,2B/OF,2B,691437,,False,23
4002,Cristian Hernandez,,CHC,,Farm,,[7] P,P,SS,SS,694183,,False,22
4006,Jeremy De La Rosa,,WSH,,Farm,,[7] P,P,OF,CF,682707,,False,24
4007,Ben Cowles,,CHC,,Farm,,[7] P,P,"2B,3B,SS",3B,701496,,False,25
4009,Leonardo Balcazar,,CIN,,Farm,,[7] P,P,SS,,,,False,
4021,Jack Leftwich,,,,Farm,,[7] P,P,,P,676393,,False,27
4025,Jonathan Ornelas,,TEX,,Farm,,[7] P,P,Util,SS,680716,,False,25
4029,Dyan Jorge,,COL,,Farm,,[7] P,P,"2B,SS",SS,694170,60150,False,22
4035,Matt Wilkinson,,,,Farm,,[7] P,P,LHP,P,683363,,False,23
4039,Won-Bin Cho,,STL,,Farm,,[7] P,P,CF,OF,800231,60405,False,22
4044,Hendry Mendez,,PHI,,Farm,,[7] P,P,OF,OF,694230,,False,22
4056,T.J. White,,WSH,,Farm,,[7] P,P,OF,OF,695604,,False,22
4058,Kevin Made,,WSH,,Farm,,[7] P,P,"2B,SS",SS,691183,12388,False,23
4064,Elijah Dunham,,,,Farm,,[7] P,P,,OF,685313,,False,27
4067,Oswaldo Osorio,,,,Farm,,[7] P,P,,SS,800424,,False,20
4068,Jace Avina,,NYY,,Farm,,[7] P,P,OF,LF,701778,62593,False,22
4069,Carlos De La Cruz,,PHI,,Farm,,[7] P,P,CF,OF,678926,,False,26
4087,Darell Hernaiz,,ATH,,Farm,,[7] P,P,"2B,3B,SS",3B,687231,60638,True,24
4102,William Bergolla,,CWS,,Farm,,[7] P,P,"2B,SS",2B,703151,,False,21
4112,Prelander Berroa,,CWS,,Farm,,[7] P,P,RP,P,672860,12709,True,25
4114,Bryce Montes de Oca,,,,Farm,,[7] P,P,,P,656755,,False,29
4123,Yerry Rodriguez,,,,Farm,,[7] P,P,,P,666720,,False,28
4124,Jake Walsh,,,,Farm,,[7] P,P,,P,673904,,False,30
4143,Brailyn Antunez,,MIL,,Farm,,[7] P,P,OF,OF,829073,66430,False,18
4145,Inohan Paniagua,,,,Farm,,[7] P,P,,P,681644,,False,26
4160,Yunior Severino,,MIN,,Farm,,[7] P,P,"1B,2B,3B",1B,670870,,False,26
4184,Noah Davis,,COL,,Farm,,[7] P,P,SP,P,663562,,False,28
4189,Daniel Duarte,,MIN,,Farm,,[7] P,P,RP,P,650960,,False,29
4198,Cole Waites,,,,Farm,,[7] P,P,,P,686972,,False,27
4201,Dariel Lopez,,,,Farm,,[7] P,P,,SS,683593,,False,24
4210,Yunior Marte,,PHI,,Farm,,[7] P,P,SP,P,805074,,False,22
4216,Marco Raya,,MIN,,Farm,,[7] P,P,"SP,RP",P,694397,60268,False,23
4220,Tyson Miller,,,,Farm,,[7] P,P,,P,668338,,False,30
4222,Juan Guerrero,,,,Farm,,[7] P,P,,,,,False,
4223,Frank German,,,,Farm,,[7] P,P,,P,681464,,False,28
4235,Tsung-Che Cheng,,PIT,,Farm,,[7] P,P,"2B,3B,SS",SS,691907,,True,24
4260,Shane Sasaki,,,,Farm,,[7] P,P,,CF,687071,,False,25
4275,Bryant Betancourt,,,,Farm,,[7] P,P,,C,700164,,False,22
4281,Tucker Bradley,,,,Farm,,[7] P,P,,OF,674646,,False,27
4282,Clark Elliott,,,,Farm,,[7] P,P,,,,,False,
4287,Luis Mieses,,,,Farm,,[7] P,P,,OF,672635,,False,25
4288,Loidel Chapelli,,CWS,,Farm,,[7] P,P,2B,OF,703070,,False,24
4290,Royber Salinas,,ATH,,Farm,,[7] P,P,SP,P,683690,,False,24
4293,Antony Peguero,,MIA,,Farm,,[7] P,P,OF,,,,False,
4301,Gabriel Rincones Jr.,,,,Farm,,[7] P,P,OF,RF,687282,60320,False,24
4302,Logan Cerny,,,,Farm,,[7] P,P,,CF,681488,,False,26
4309,Blake Burkhalter,,ATL,,Farm,,[7] P,P,RP,P,686628,60079,False,25
4314,Brayan Cortesia,,WSH,,Farm,,[7] P,P,SS,SS,829049,66460,False,18
4319,Livan Soto,,BAL,,Farm,,[7] P,P,SS,SS,670869,,True,25
4349,Brendan Tunink,,LAD,,Farm,,[7] P,P,OF,OF,815665,64704,False,20
4373,Simón Muzziotti,,PHI,,Farm,,[7] P,P,OF,CF,665922,,False,27
4387,Donny Sands,,DET,,Farm,,[7] P,P,C,C,664848,,False,29
4413,Israel Pineda,,WSH,,Farm,,[7] P,P,C,C,672832,,False,25
4428,Brian Hendry,,NYY,,Farm,,[7] P,P,RHP,,,,False,
4430,Casey Steward,,PHI,,Farm,,[7] P,P,RHP,,,,False,
4443,Walbert Urena,,LAA,,Farm,,[7] P,P,SP,P,700712,60223,False,22
4450,Chalniel Arias,,NYY,,Farm,,[7] P,P,RHP,,,,False,
4460,Carlos Rodriguez,,MIL,,Farm,,[7] P,P,RP,RP,,60260,True,
4465,Isaiah Greene,,,,Farm,,[7] P,P,,OF,693309,,False,24
4467,Randy De Jesus,,LAA,,Farm,,[7] P,P,OF,OF,703194,60221,False,20
4471,Anthony Hall,,NYY,,Farm,,[7] P,P,OF,OF,689141,,False,25
4476,Hudson Head,,,,Farm,,[7] P,P,,CF,687431,,False,24
